evidence_id,paper_id,file_id,source_kind,source_url,page_start,page_end,figure,panel,table_no,equation_no,quote_sha256,extraction_method,evidence_level,confidence,verification_status,created_at,notes
E-OBS-P0005-polarization-5-1f6af8c83fcb5915,P0005,F0005,local_pdf_text_observation,,5,5,,,,,1f6af8c83fcb591529ef577c10520c9b2cf7ec67364d27a291895a15c828de61,regex:polarization,E0,0.46,candidate_needs_review,2026-05-16 10:44:25,Automatically extracted observation candidate. Verify against PDF before using as fact.
E-OBS-P0005-thickness-7-9e24667bc0fa53f4,P0005,F0005,local_pdf_text_observation,,7,7,,,,,9e24667bc0fa53f433df8bd66ffb1de443f08aa8570632240ba0bf732a2caf4f,regex:thickness,E0,0.58,candidate_needs_review,2026-05-16 10:44:25,Automatically extracted observation candidate. Verify against PDF before using as fact.
E-OBS-P0005-polarization-7-3996acf4f4ba1290,P0005,F0005,local_pdf_text_observation,,7,7,,,,,3996acf4f4ba129005a732d3089d928658b839b87a0a4c12e452e3a88cab4b30,regex:polarization,E0,0.46,candidate_needs_review,2026-05-16 10:44:25,Automatically extracted observation candidate. Verify against PDF before using as fact.
E-OBS-P0005-polarization-7-68c035cbf58a410a,P0005,F0005,local_pdf_text_observation,,7,7,,,,,68c035cbf58a410a92bfae47325c89d7078ed5371fc66de334a9618ba2d55b92,regex:polarization,E0,0.46,candidate_needs_review,2026-05-16 10:44:25,Automatically extracted observation candidate. Verify against PDF before using as fact.
E-OBS-P0005-k_space-8-0ab7d8d5b1f20726,P0005,F0005,local_pdf_text_observation,,8,8,,,,,0ab7d8d5b1f2072698ed2b66e77cb567e870e6d01ca03ee437a1a62d1d85e381,regex:k_space,E0,0.5,candidate_needs_review,2026-05-16 10:44:25,Automatically extracted observation candidate. Verify against PDF before using as fact.
E-OBS-P0005-band_structure-8-5c2d90301b9eeeba,P0005,F0005,local_pdf_text_observation,,8,8,,,,,5c2d90301b9eeeba02ea049c362b2824363c571d6b8bb0f36c5e036d680f25c3,regex:band_structure,E0,0.48,candidate_needs_review,2026-05-16 10:44:25,Automatically extracted observation candidate. Verify against PDF before using as fact.
E-OBS-P0006-material-1-40254d62d3aff457,P0006,F0006,local_pdf_text_observation,,1,1,,,,,40254d62d3aff457a56422c1217e1ee25e503a33fd379b0ac69231780e58fbfd,regex:material,E0,0.42,candidate_needs_review,2026-05-16 10:44:25,Automatically extracted observation candidate. Verify against PDF before using as fact.
E-OBS-P0006-band_structure-1-f1366b4645d69f44,P0006,F0006,local_pdf_text_observation,,1,1,,,,,f1366b4645d69f44507fffea200a5b93dd06dd0390cbe050191f9f33383e0fc2,regex:band_structure,E0,0.48,candidate_needs_review,2026-05-16 10:44:25,Automatically extracted observation candidate. Verify against PDF before using as fact.
E-OBS-P0006-band_structure-1-4dad45a0562c03d2,P0006,F0006,local_pdf_text_observation,,1,1,,,,,4dad45a0562c03d25fe982eafc62dd569622b68fac95536bdb635b2e8562734c,regex:band_structure,E0,0.48,candidate_needs_review,2026-05-16 10:44:25,Automatically extracted observation candidate. Verify against PDF before using as fact.
E-OBS-P0006-band_structure-1-c092f17e7a03150c,P0006,F0006,local_pdf_text_observation,,1,1,,,,,c092f17e7a03150cf34c5d8b84ead2d85de4ffcae66dda2c6bd65e7fee1b7e8c,regex:band_structure,E0,0.48,candidate_needs_review,2026-05-16 10:44:25,Automatically extracted observation candidate. Verify against PDF before using as fact.
E-OBS-P0006-band_structure-1-1def32fd77c1b252,P0006,F0006,local_pdf_text_observation,,1,1,,,,,1def32fd77c1b252b66882642ae6b7deda785d6b4dded482ae0fd74a5dfcca54,regex:band_structure,E0,0.48,candidate_needs_review,2026-05-16 10:44:25,Automatically extracted observation candidate. Verify against PDF before using as fact.
E-OBS-P0006-band_structure-1-564c31d563f2d47c,P0006,F0006,local_pdf_text_observation,,1,1,,,,,564c31d563f2d47ce17131bcdcfb5f34a960fe5df53f3d6eb6a9704bc9697fa8,regex:band_structure,E0,0.48,candidate_needs_review,2026-05-16 10:44:25,Automatically extracted observation candidate. Verify against PDF before using as fact.
E-OBS-P0006-material-2-0394eaf2e58711a5,P0006,F0006,local_pdf_text_observation,,2,2,,,,,0394eaf2e58711a5da2525724bc60e38fa8f8d76949e53d4bd30b748fa51eec3,regex:material,E0,0.42,candidate_needs_review,2026-05-16 10:44:25,Automatically extracted observation candidate. Verify against PDF before using as fact.
E-OBS-P0006-material-2-f0fd5c1449337f4f,P0006,F0006,local_pdf_text_observation,,2,2,,,,,f0fd5c1449337f4f0c3c821d2f1c40e6b211c167192222893848942c8d4b068a,regex:material,E0,0.42,candidate_needs_review,2026-05-16 10:44:25,Automatically extracted observation candidate. Verify against PDF before using as fact.
E-OBS-P0006-material-2-bb2005917b2b0f82,P0006,F0006,local_pdf_text_observation,,2,2,,,,,bb2005917b2b0f82685e12d0d5a1a71b0795082af95fe3ed1caeafa91d93b77f,regex:material,E0,0.42,candidate_needs_review,2026-05-16 10:44:25,Automatically extracted observation candidate. Verify against PDF before using as fact.
E-OBS-P0006-material-2-8b8cd58f318a2fac,P0006,F0006,local_pdf_text_observation,,2,2,,,,,8b8cd58f318a2facb3a32e1fad8012921d3305511aed165a6ddbe78de9e95191,regex:material,E0,0.42,candidate_needs_review,2026-05-16 10:44:25,Automatically extracted observation candidate. Verify against PDF before using as fact.
E-OBS-P0006-material-2-095dc09945a19a42,P0006,F0006,local_pdf_text_observation,,2,2,,,,,095dc09945a19a427cad3c3023ddfa1bfd5ffca6d2b92d216ae0081186db9f04,regex:material,E0,0.42,candidate_needs_review,2026-05-16 10:44:25,Automatically extracted observation candidate. Verify against PDF before using as fact.
E-OBS-P0006-material-2-27ad5ea6ca7421c8,P0006,F0006,local_pdf_text_observation,,2,2,,,,,27ad5ea6ca7421c81b943fa0bbc7c47152961e22b0fa4d868a7444cd34e80368,regex:material,E0,0.42,candidate_needs_review,2026-05-16 10:44:25,Automatically extracted observation candidate. Verify against PDF before using as fact.
E-OBS-P0006-material-2-5cb063c52d7f899c,P0006,F0006,local_pdf_text_observation,,2,2,,,,,5cb063c52d7f899c9c229966c36cd46a60ae8c9dfeda2445298832f309b094fe,regex:material,E0,0.42,candidate_needs_review,2026-05-16 10:44:25,Automatically extracted observation candidate. Verify against PDF before using as fact.
E-OBS-P0006-polarization-2-647a8eb2741dcebf,P0006,F0006,local_pdf_text_observation,,2,2,,,,,647a8eb2741dcebf996c2c619b1f05806af40d742f87aa3cd865f292030bf242,regex:polarization,E0,0.46,candidate_needs_review,2026-05-16 10:44:25,Automatically extracted observation candidate. Verify against PDF before using as fact.
E-OBS-P0006-polarization-3-f35fd46cc88cc520,P0006,F0006,local_pdf_text_observation,,3,3,,,,,f35fd46cc88cc52001481deb606903a3b96e77712f9a3b693163d9bf94dc2633,regex:polarization,E0,0.46,candidate_needs_review,2026-05-16 10:44:25,Automatically extracted observation candidate. Verify against PDF before using as fact.
E-OBS-P0006-polarization-3-01b0692c8ef4d0e7,P0006,F0006,local_pdf_text_observation,,3,3,,,,,01b0692c8ef4d0e7b647b348ec72eafe9c33c16ec7eb455536f74981ae78339d,regex:polarization,E0,0.46,candidate_needs_review,2026-05-16 10:44:25,Automatically extracted observation candidate. Verify against PDF before using as fact.
E-OBS-P0006-polarization-3-b281cce460119aab,P0006,F0006,local_pdf_text_observation,,3,3,,,,,b281cce460119aab4218d870e18ead4a997f1a8b6b30e33ca16afb721488f52e,regex:polarization,E0,0.46,candidate_needs_review,2026-05-16 10:44:25,Automatically extracted observation candidate. Verify against PDF before using as fact.
E-OBS-P0006-polarization-3-4aa9c7891db9222d,P0006,F0006,local_pdf_text_observation,,3,3,,,,,4aa9c7891db9222dcf6d0bbe448f760cf1babcb44c3bac80850389f6f04654b8,regex:polarization,E0,0.46,candidate_needs_review,2026-05-16 10:44:25,Automatically extracted observation candidate. Verify against PDF before using as fact.
E-OBS-P0006-polarization-4-3924cda86f59a814,P0006,F0006,local_pdf_text_observation,,4,4,,,,,3924cda86f59a814034d9ef617816b19d1b9e03c20917cc5a832d90f605cd72e,regex:polarization,E0,0.46,candidate_needs_review,2026-05-16 10:44:25,Automatically extracted observation candidate. Verify against PDF before using as fact.
E-OBS-P0006-polarization-4-021c8db6f406b507,P0006,F0006,local_pdf_text_observation,,4,4,,,,,021c8db6f406b507d249216544afc847a9d8c12b6c5928801267253ad15e42e9,regex:polarization,E0,0.46,candidate_needs_review,2026-05-16 10:44:25,Automatically extracted observation candidate. Verify against PDF before using as fact.
E-OBS-P0006-polarization-4-c6e62a79da2fbda0,P0006,F0006,local_pdf_text_observation,,4,4,,,,,c6e62a79da2fbda07981d66507d015b7db448c0ccd11332d37b7a316baa86cdd,regex:polarization,E0,0.46,candidate_needs_review,2026-05-16 10:44:25,Automatically extracted observation candidate. Verify against PDF before using as fact.
E-OBS-P0006-band_structure-6-3078502d695e4b13,P0006,F0006,local_pdf_text_observation,,6,6,,,,,3078502d695e4b1319a795894a3fc286287fe66637e81679ec5f77e1adf934b5,regex:band_structure,E0,0.48,candidate_needs_review,2026-05-16 10:44:25,Automatically extracted observation candidate. Verify against PDF before using as fact.
E-OBS-P0006-band_structure-7-4907a40d84a017d3,P0006,F0006,local_pdf_text_observation,,7,7,,,,,4907a40d84a017d351e8565ac54a44a539e57223f532f1266822d9c314ba3910,regex:band_structure,E0,0.48,candidate_needs_review,2026-05-16 10:44:25,Automatically extracted observation candidate. Verify against PDF before using as fact.
E-OBS-P0006-band_structure-7-2941b7fe3efec2a2,P0006,F0006,local_pdf_text_observation,,7,7,,,,,2941b7fe3efec2a2b44bea34d1b47ec52a0b6f84932f9c035a5b1f4038b1472c,regex:band_structure,E0,0.48,candidate_needs_review,2026-05-16 10:44:25,Automatically extracted observation candidate. Verify against PDF before using as fact.
E-OBS-P0007-material-2-ba9cec61d59e21da,P0007,F0007,local_pdf_text_observation,,2,2,,,,,ba9cec61d59e21daac4160211b45b158eb2a10c54808219ab7a41dd6c6416af8,regex:material,E0,0.42,candidate_needs_review,2026-05-16 10:44:25,Automatically extracted observation candidate. Verify against PDF before using as fact.
E-OBS-P0007-material-4-6ba53cf343f4b4b1,P0007,F0007,local_pdf_text_observation,,4,4,,,,,6ba53cf343f4b4b15058396d7e80faae0b89bfcdcef535cce6d47988281611fb,regex:material,E0,0.42,candidate_needs_review,2026-05-16 10:44:25,Automatically extracted observation candidate. Verify against PDF before using as fact.
E-OBS-P0008-material-1-8bf764d7fd407b13,P0008,F0008,local_pdf_text_observation,,1,1,,,,,8bf764d7fd407b135c665a968ddc7e111c45853f432b8206d3dcd6a463c10974,regex:material,E0,0.42,candidate_needs_review,2026-05-16 10:44:25,Automatically extracted observation candidate. Verify against PDF before using as fact.
E-OBS-P0008-band_structure-1-d044de268ea82bf0,P0008,F0008,local_pdf_text_observation,,1,1,,,,,d044de268ea82bf06e93184a3f34f907bb3737fd04c3d61cb63bacc2e34deec1,regex:band_structure,E0,0.48,candidate_needs_review,2026-05-16 10:44:25,Automatically extracted observation candidate. Verify against PDF before using as fact.
E-OBS-P0008-band_structure-2-b51b090493ba7f35,P0008,F0008,local_pdf_text_observation,,2,2,,,,,b51b090493ba7f35f59b2d4437baf077f2d00cac9c66be52f9dc30aca70349da,regex:band_structure,E0,0.48,candidate_needs_review,2026-05-16 10:44:25,Automatically extracted observation candidate. Verify against PDF before using as fact.
E-OBS-P0008-band_structure-2-b68ed2cac128fb2d,P0008,F0008,local_pdf_text_observation,,2,2,,,,,b68ed2cac128fb2dcadd9fb2da4d21a50f6f2104ae6e1d19a59a2e9b728503f4,regex:band_structure,E0,0.48,candidate_needs_review,2026-05-16 10:44:25,Automatically extracted observation candidate. Verify against PDF before using as fact.
E-OBS-P0008-band_structure-2-1612eb7983ca182b,P0008,F0008,local_pdf_text_observation,,2,2,,,,,1612eb7983ca182b9116eb6e5aee5ac6bfb347f1d9ec9b75f88b4e4827a5cbb5,regex:band_structure,E0,0.48,candidate_needs_review,2026-05-16 10:44:25,Automatically extracted observation candidate. Verify against PDF before using as fact.
E-OBS-P0008-band_structure-2-bda8394cbed7b272,P0008,F0008,local_pdf_text_observation,,2,2,,,,,bda8394cbed7b272e9696377c3d0e7c488ea2641f0dd452ae743fd4ec8d51aac,regex:band_structure,E0,0.48,candidate_needs_review,2026-05-16 10:44:25,Automatically extracted observation candidate. Verify against PDF before using as fact.
E-OBS-P0008-material-3-4c791e1ecbb7ef1d,P0008,F0008,local_pdf_text_observation,,3,3,,,,,4c791e1ecbb7ef1db2b9618ff40d13bc6f0f9d408af68cd01c7df223589a8081,regex:material,E0,0.42,candidate_needs_review,2026-05-16 10:44:25,Automatically extracted observation candidate. Verify against PDF before using as fact.
E-OBS-P0008-band_structure-4-8fddd2d264d0673c,P0008,F0008,local_pdf_text_observation,,4,4,,,,,8fddd2d264d0673cf022c6aa751e00cecc26719efca324c5920f0495757a1d48,regex:band_structure,E0,0.48,candidate_needs_review,2026-05-16 10:44:25,Automatically extracted observation candidate. Verify against PDF before using as fact.
E-OBS-P0008-band_structure-4-0822288fd407b544,P0008,F0008,local_pdf_text_observation,,4,4,,,,,0822288fd407b544f9ebb6a17fb508a799cd7da80213d5d655ffb3bf4d41d489,regex:band_structure,E0,0.48,candidate_needs_review,2026-05-16 10:44:25,Automatically extracted observation candidate. Verify against PDF before using as fact.
E-OBS-P0008-band_structure-4-be88638024128955,P0008,F0008,local_pdf_text_observation,,4,4,,,,,be886380241289553f34f43fda75ded68fe56a76018ed5e1e680a8a1c8406846,regex:band_structure,E0,0.48,candidate_needs_review,2026-05-16 10:44:25,Automatically extracted observation candidate. Verify against PDF before using as fact.
E-OBS-P0008-polarization-4-05ebc91fd1ee6a1f,P0008,F0008,local_pdf_text_observation,,4,4,,,,,05ebc91fd1ee6a1fcb0b83c5ccc69314bcc109b8f9f88a0dd7d20179e074eab9,regex:polarization,E0,0.46,candidate_needs_review,2026-05-16 10:44:25,Automatically extracted observation candidate. Verify against PDF before using as fact.
E-OBS-P0008-q_factor-6-fce9b094135a7634,P0008,F0008,local_pdf_text_observation,,6,6,,,,,fce9b094135a763478e48f0fc01ced7854414ae0389efc78796a67c0f098d966,regex:q_factor,E0,0.62,candidate_needs_review,2026-05-16 10:44:25,Automatically extracted observation candidate. Verify against PDF before using as fact.
E-OBS-P0008-material-7-3515bd8774a01072,P0008,F0008,local_pdf_text_observation,,7,7,,,,,3515bd8774a01072de0ff80cd53494487ffd5f1f2300c23de2ccd4d84fd28b8c,regex:material,E0,0.42,candidate_needs_review,2026-05-16 10:44:25,Automatically extracted observation candidate. Verify against PDF before using as fact.
E-OBS-P0008-material-7-753b5d5b8567ef6d,P0008,F0008,local_pdf_text_observation,,7,7,,,,,753b5d5b8567ef6d4e78297396db92509e0ac98854b88b507830983d3331693b,regex:material,E0,0.42,candidate_needs_review,2026-05-16 10:44:25,Automatically extracted observation candidate. Verify against PDF before using as fact.
E-OBS-P0008-material-7-aa90387e5e610df1,P0008,F0008,local_pdf_text_observation,,7,7,,,,,aa90387e5e610df1f06a599cef086367659a62c44d798eb1cbc3872579a966f5,regex:material,E0,0.42,candidate_needs_review,2026-05-16 10:44:25,Automatically extracted observation candidate. Verify against PDF before using as fact.
E-OBS-P0008-polarization-7-a5ef9f434da2051a,P0008,F0008,local_pdf_text_observation,,7,7,,,,,a5ef9f434da2051aa22b5caf52090356329e703a2637c00e95be84e9e73a145b,regex:polarization,E0,0.46,candidate_needs_review,2026-05-16 10:44:25,Automatically extracted observation candidate. Verify against PDF before using as fact.
E-OBS-P0008-material-8-38125176ce570fe2,P0008,F0008,local_pdf_text_observation,,8,8,,,,,38125176ce570fe2d1edfba1e3cc0a35a0a2af9fed9a1adc34d26c1fa5ea7f8c,regex:material,E0,0.42,candidate_needs_review,2026-05-16 10:44:25,Automatically extracted observation candidate. Verify against PDF before using as fact.
E-OBS-P0008-material-8-ccb747560466fda1,P0008,F0008,local_pdf_text_observation,,8,8,,,,,ccb747560466fda10c3479093365ef80f2b5376e92451c2801a3fd9d3209d83d,regex:material,E0,0.42,candidate_needs_review,2026-05-16 10:44:25,Automatically extracted observation candidate. Verify against PDF before using as fact.
E-OBS-P0008-material-8-35a7f4d843540faa,P0008,F0008,local_pdf_text_observation,,8,8,,,,,35a7f4d843540faac8454da29530b17c44ab2875161142c659079aafce076359,regex:material,E0,0.42,candidate_needs_review,2026-05-16 10:44:25,Automatically extracted observation candidate. Verify against PDF before using as fact.
E-OBS-P0008-polarization-8-5b7cb2d315dff1cd,P0008,F0008,local_pdf_text_observation,,8,8,,,,,5b7cb2d315dff1cd026deb0b842d1733eea7411aae47bbd659549ea0a59c1274,regex:polarization,E0,0.46,candidate_needs_review,2026-05-16 10:44:25,Automatically extracted observation candidate. Verify against PDF before using as fact.
E-OBS-P0009-material-1-80675bba4f4a7852,P0009,F0009,local_pdf_text_observation,,1,1,,,,,80675bba4f4a7852affe63c003814cf5e90683c47bbd0328d42089b95ad4939b,regex:material,E0,0.42,candidate_needs_review,2026-05-16 10:44:25,Automatically extracted observation candidate. Verify against PDF before using as fact.
E-OBS-P0009-band_structure-2-7716e7ad112c1a11,P0009,F0009,local_pdf_text_observation,,2,2,,,,,7716e7ad112c1a117538ee355e9a1473d34d5064b03bbee7412f98a4383e90e2,regex:band_structure,E0,0.48,candidate_needs_review,2026-05-16 10:44:25,Automatically extracted observation candidate. Verify against PDF before using as fact.
E-OBS-P0009-material-3-9e69a5b2ed062d6e,P0009,F0009,local_pdf_text_observation,,3,3,,,,,9e69a5b2ed062d6efb4673948a1b4960a6624b0b3eba17ccf9abf55763800b68,regex:material,E0,0.42,candidate_needs_review,2026-05-16 10:44:25,Automatically extracted observation candidate. Verify against PDF before using as fact.
E-OBS-P0009-material-3-d06cdf9c159653a5,P0009,F0009,local_pdf_text_observation,,3,3,,,,,d06cdf9c159653a5475e0435b4a51b2dfb1e06d882bb7f25c12eab655fc9a675,regex:material,E0,0.42,candidate_needs_review,2026-05-16 10:44:25,Automatically extracted observation candidate. Verify against PDF before using as fact.
E-OBS-P0010-material-1-f420d4e5485d249c,P0010,F0010,local_pdf_text_observation,,1,1,,,,,f420d4e5485d249cd0eb8e307ee6b670728bb258d4bec43d7b6434ebfc0b8337,regex:material,E0,0.42,candidate_needs_review,2026-05-16 10:44:25,Automatically extracted observation candidate. Verify against PDF before using as fact.
E-OBS-P0010-material-1-2c6298634a31b164,P0010,F0010,local_pdf_text_observation,,1,1,,,,,2c6298634a31b1646a0f7c2a6d1eca3e4205f73abf16ebfc7fd4d54065bd64c9,regex:material,E0,0.42,candidate_needs_review,2026-05-16 10:44:25,Automatically extracted observation candidate. Verify against PDF before using as fact.
E-OBS-P0010-material-1-8df582a300932d26,P0010,F0010,local_pdf_text_observation,,1,1,,,,,8df582a300932d26ff27344ad780c790cdaf55c411a07eca61e5e81af7cd6e97,regex:material,E0,0.42,candidate_needs_review,2026-05-16 10:44:25,Automatically extracted observation candidate. Verify against PDF before using as fact.
