observation_id,paper_id,external_id,file_id,observation_group,observation_type,quantity_name,value_text,value_numeric,unit,material,structure_name,wavelength_nm,frequency_thz,q_factor,fano_q,source_kind,source_url,page,figure,panel,table_no,evidence_id,extraction_method,verification_status,curation_status,confidence,notes
OBS-P0019-material-1-dcbe80203d22f406,P0019,,F0019,material,material,material,dielectric,,,,,,,,,local_pdf_text,,1,,,,E-OBS-P0019-material-1-dcbe80203d22f406,regex:material,candidate_needs_review,review_queue,0.42,Candidate physical observation from PDF text; not yet human verified.
OBS-P0019-material-1-414c8678ba546085,P0019,,F0019,material,material,material,dielectric,,,,,,,,,local_pdf_text,,1,,,,E-OBS-P0019-material-1-414c8678ba546085,regex:material,candidate_needs_review,review_queue,0.42,Candidate physical observation from PDF text; not yet human verified.
OBS-P0019-k_space-1-daafc9a8aac4bd06,P0019,,F0019,kspace,k_space,k-space / momentum-space,topological charge,,,,,,,,,local_pdf_text,,1,,,,E-OBS-P0019-k_space-1-daafc9a8aac4bd06,regex:k_space,candidate_needs_review,review_queue,0.5,Candidate physical observation from PDF text; not yet human verified.
OBS-P0019-polarization-1-c16ff7b40736b118,P0019,,F0019,polarization,polarization,polarization/topology,polarization,,,,,,,,,local_pdf_text,,1,,,,E-OBS-P0019-polarization-1-c16ff7b40736b118,regex:polarization,candidate_needs_review,review_queue,0.46,Candidate physical observation from PDF text; not yet human verified.
OBS-P0019-polarization-1-e819b621b4c19d25,P0019,,F0019,polarization,polarization,polarization/topology,polarization,,,,,,,,,local_pdf_text,,1,,,,E-OBS-P0019-polarization-1-e819b621b4c19d25,regex:polarization,candidate_needs_review,review_queue,0.46,Candidate physical observation from PDF text; not yet human verified.
OBS-P0019-polarization-1-daafc9a8aac4bd06,P0019,,F0019,polarization,polarization,polarization/topology,topological charge,,,,,,,,,local_pdf_text,,1,,,,E-OBS-P0019-polarization-1-daafc9a8aac4bd06,regex:polarization,candidate_needs_review,review_queue,0.46,Candidate physical observation from PDF text; not yet human verified.
OBS-P0019-thickness-2-158105e1d849da4b,P0019,,F0019,structure,thickness,thickness/height,250,250.0,nm,,,250.0,,,,local_pdf_text,,2,,,,E-OBS-P0019-thickness-2-158105e1d849da4b,regex:thickness,candidate_needs_review,review_queue,0.58,Candidate physical observation from PDF text; not yet human verified.
OBS-P0019-thickness-2-695bf6d242a75e8a,P0019,,F0019,structure,thickness,thickness/height,250,250.0,nm,,,250.0,,,,local_pdf_text,,2,,,,E-OBS-P0019-thickness-2-695bf6d242a75e8a,regex:thickness,candidate_needs_review,review_queue,0.58,Candidate physical observation from PDF text; not yet human verified.
OBS-P0019-diameter-2-1e9b26dfc568c65e,P0019,,F0019,structure,diameter,diameter,100,100.0,nm,,,100.0,,,,local_pdf_text,,2,,,,E-OBS-P0019-diameter-2-1e9b26dfc568c65e,regex:diameter,candidate_needs_review,review_queue,0.45,Candidate physical observation from PDF text; not yet human verified.
OBS-P0019-spectrum-2-061aab1f3ba2fda0,P0019,,F0019,spectrum,spectrum,spectrum,photoluminescence,,,,,,,,,local_pdf_text,,2,,,,E-OBS-P0019-spectrum-2-061aab1f3ba2fda0,regex:spectrum,candidate_needs_review,review_queue,0.48,Candidate physical observation from PDF text; not yet human verified.
OBS-P0019-polarization-2-baf731d18cf26401,P0019,,F0019,polarization,polarization,polarization/topology,polarization,,,,,,,,,local_pdf_text,,2,,,,E-OBS-P0019-polarization-2-baf731d18cf26401,regex:polarization,candidate_needs_review,review_queue,0.46,Candidate physical observation from PDF text; not yet human verified.
OBS-P0019-q_factor-3-6fd67bfc25d55541,P0019,,F0019,resonance,q_factor,Q factor,"2,750",2750.0,,,,,,2750.0,,local_pdf_text,,3,,,,E-OBS-P0019-q_factor-3-6fd67bfc25d55541,regex:q_factor,candidate_needs_review,review_queue,0.62,Candidate physical observation from PDF text; not yet human verified.
OBS-P0019-k_space-3-bcf60f1a36d04b53,P0019,,F0019,kspace,k_space,k-space / momentum-space,Brillouin zone,,,,,,,,,local_pdf_text,,3,,,,E-OBS-P0019-k_space-3-bcf60f1a36d04b53,regex:k_space,candidate_needs_review,review_queue,0.5,Candidate physical observation from PDF text; not yet human verified.
OBS-P0019-spectrum-3-f5172023384e6dd6,P0019,,F0019,spectrum,spectrum,spectrum,photoluminescence,,,,,,,,,local_pdf_text,,3,,,,E-OBS-P0019-spectrum-3-f5172023384e6dd6,regex:spectrum,candidate_needs_review,review_queue,0.48,Candidate physical observation from PDF text; not yet human verified.
OBS-P0019-spectrum-3-ac7c27a843e112c6,P0019,,F0019,spectrum,spectrum,spectrum,photoluminescence,,,,,,,,,local_pdf_text,,3,,,,E-OBS-P0019-spectrum-3-ac7c27a843e112c6,regex:spectrum,candidate_needs_review,review_queue,0.48,Candidate physical observation from PDF text; not yet human verified.
OBS-P0019-spectrum-3-a34b4522a3fdfeeb,P0019,,F0019,spectrum,spectrum,spectrum,transmission spectrum,,,,,,,,,local_pdf_text,,3,,,,E-OBS-P0019-spectrum-3-a34b4522a3fdfeeb,regex:spectrum,candidate_needs_review,review_queue,0.48,Candidate physical observation from PDF text; not yet human verified.
OBS-P0019-polarization-3-5511844e4f17ca55,P0019,,F0019,polarization,polarization,polarization/topology,polarization,,,,,,,,,local_pdf_text,,3,,,,E-OBS-P0019-polarization-3-5511844e4f17ca55,regex:polarization,candidate_needs_review,review_queue,0.46,Candidate physical observation from PDF text; not yet human verified.
OBS-P0019-spectrum-4-98f964fcde0bbba2,P0019,,F0019,spectrum,spectrum,spectrum,photoluminescence,,,,,,,,,local_pdf_text,,4,,,,E-OBS-P0019-spectrum-4-98f964fcde0bbba2,regex:spectrum,candidate_needs_review,review_queue,0.48,Candidate physical observation from PDF text; not yet human verified.
OBS-P0019-polarization-4-b5ab4c3772f65934,P0019,,F0019,polarization,polarization,polarization/topology,Polarization,,,,,,,,,local_pdf_text,,4,,,,E-OBS-P0019-polarization-4-b5ab4c3772f65934,regex:polarization,candidate_needs_review,review_queue,0.46,Candidate physical observation from PDF text; not yet human verified.
OBS-P0019-spectrum-5-ab43a3a6b915b7c5,P0019,,F0019,spectrum,spectrum,spectrum,photoluminescence,,,,,,,,,local_pdf_text,,5,,,,E-OBS-P0019-spectrum-5-ab43a3a6b915b7c5,regex:spectrum,candidate_needs_review,review_queue,0.48,Candidate physical observation from PDF text; not yet human verified.
OBS-P0019-spectrum-6-3261f104e1450271,P0019,,F0019,spectrum,spectrum,spectrum,photoluminescence,,,,,,,,,local_pdf_text,,6,,,,E-OBS-P0019-spectrum-6-3261f104e1450271,regex:spectrum,candidate_needs_review,review_queue,0.48,Candidate physical observation from PDF text; not yet human verified.
OBS-P0019-polarization-6-37f69dd3a2287bdd,P0019,,F0019,polarization,polarization,polarization/topology,Polarization,,,,,,,,,local_pdf_text,,6,,,,E-OBS-P0019-polarization-6-37f69dd3a2287bdd,regex:polarization,candidate_needs_review,review_queue,0.46,Candidate physical observation from PDF text; not yet human verified.
OBS-P0019-polarization-6-bd866bbccbc3a822,P0019,,F0019,polarization,polarization,polarization/topology,polarization,,,,,,,,,local_pdf_text,,6,,,,E-OBS-P0019-polarization-6-bd866bbccbc3a822,regex:polarization,candidate_needs_review,review_queue,0.46,Candidate physical observation from PDF text; not yet human verified.
OBS-P0019-spectrum-7-32e15b0475bc8a34,P0019,,F0019,spectrum,spectrum,spectrum,transmission spectrum,,,,,,,,,local_pdf_text,,7,,,,E-OBS-P0019-spectrum-7-32e15b0475bc8a34,regex:spectrum,candidate_needs_review,review_queue,0.48,Candidate physical observation from PDF text; not yet human verified.
OBS-P0020-band_structure-1-ac93ba799a9dd4bd,P0020,,F0020,band,band_structure,band structure,light cone,,,,,,,,,local_pdf_text,,1,,,,E-OBS-P0020-band_structure-1-ac93ba799a9dd4bd,regex:band_structure,candidate_needs_review,review_queue,0.48,Candidate physical observation from PDF text; not yet human verified.
OBS-P0020-band_structure-1-184736584afddc2b,P0020,,F0020,band,band_structure,band structure,light cone,,,,,,,,,local_pdf_text,,1,,,,E-OBS-P0020-band_structure-1-184736584afddc2b,regex:band_structure,candidate_needs_review,review_queue,0.48,Candidate physical observation from PDF text; not yet human verified.
OBS-P0020-band_structure-1-f262a87707bfbdb5,P0020,,F0020,band,band_structure,band structure,leaky mode,,,,,,,,,local_pdf_text,,1,,,,E-OBS-P0020-band_structure-1-f262a87707bfbdb5,regex:band_structure,candidate_needs_review,review_queue,0.48,Candidate physical observation from PDF text; not yet human verified.
OBS-P0020-band_structure-1-9105a4a0dcd72968,P0020,,F0020,band,band_structure,band structure,leaky mode,,,,,,,,,local_pdf_text,,1,,,,E-OBS-P0020-band_structure-1-9105a4a0dcd72968,regex:band_structure,candidate_needs_review,review_queue,0.48,Candidate physical observation from PDF text; not yet human verified.
OBS-P0020-polarization-1-d731c001bf29b6bc,P0020,,F0020,polarization,polarization,polarization/topology,polarization,,,,,,,,,local_pdf_text,,1,,,,E-OBS-P0020-polarization-1-d731c001bf29b6bc,regex:polarization,candidate_needs_review,review_queue,0.46,Candidate physical observation from PDF text; not yet human verified.
OBS-P0020-polarization-1-5cadb7761b62f651,P0020,,F0020,polarization,polarization,polarization/topology,polarization,,,,,,,,,local_pdf_text,,1,,,,E-OBS-P0020-polarization-1-5cadb7761b62f651,regex:polarization,candidate_needs_review,review_queue,0.46,Candidate physical observation from PDF text; not yet human verified.
OBS-P0020-polarization-1-479815d61ffe8af7,P0020,,F0020,polarization,polarization,polarization/topology,polarization,,,,,,,,,local_pdf_text,,1,,,,E-OBS-P0020-polarization-1-479815d61ffe8af7,regex:polarization,candidate_needs_review,review_queue,0.46,Candidate physical observation from PDF text; not yet human verified.
OBS-P0020-band_structure-2-bb19b380d5bddfaa,P0020,,F0020,band,band_structure,band structure,light cone,,,,,,,,,local_pdf_text,,2,,,,E-OBS-P0020-band_structure-2-bb19b380d5bddfaa,regex:band_structure,candidate_needs_review,review_queue,0.48,Candidate physical observation from PDF text; not yet human verified.
OBS-P0020-band_structure-2-f32500f62d3558cf,P0020,,F0020,band,band_structure,band structure,light cone,,,,,,,,,local_pdf_text,,2,,,,E-OBS-P0020-band_structure-2-f32500f62d3558cf,regex:band_structure,candidate_needs_review,review_queue,0.48,Candidate physical observation from PDF text; not yet human verified.
OBS-P0020-band_structure-2-e5e0c9ebab548a81,P0020,,F0020,band,band_structure,band structure,dispersion,,,,,,,,,local_pdf_text,,2,,,,E-OBS-P0020-band_structure-2-e5e0c9ebab548a81,regex:band_structure,candidate_needs_review,review_queue,0.48,Candidate physical observation from PDF text; not yet human verified.
OBS-P0020-band_structure-2-4581302f29869b3c,P0020,,F0020,band,band_structure,band structure,light cone,,,,,,,,,local_pdf_text,,2,,,,E-OBS-P0020-band_structure-2-4581302f29869b3c,regex:band_structure,candidate_needs_review,review_queue,0.48,Candidate physical observation from PDF text; not yet human verified.
OBS-P0020-polarization-2-3471e5dc0d6387c4,P0020,,F0020,polarization,polarization,polarization/topology,polarization,,,,,,,,,local_pdf_text,,2,,,,E-OBS-P0020-polarization-2-3471e5dc0d6387c4,regex:polarization,candidate_needs_review,review_queue,0.46,Candidate physical observation from PDF text; not yet human verified.
OBS-P0020-polarization-2-b28053f80dba1657,P0020,,F0020,polarization,polarization,polarization/topology,Polarization,,,,,,,,,local_pdf_text,,2,,,,E-OBS-P0020-polarization-2-b28053f80dba1657,regex:polarization,candidate_needs_review,review_queue,0.46,Candidate physical observation from PDF text; not yet human verified.
OBS-P0020-polarization-3-d13d19e1e0651f20,P0020,,F0020,polarization,polarization,polarization/topology,polarization,,,,,,,,,local_pdf_text,,3,,,,E-OBS-P0020-polarization-3-d13d19e1e0651f20,regex:polarization,candidate_needs_review,review_queue,0.46,Candidate physical observation from PDF text; not yet human verified.
OBS-P0020-polarization-4-3ce74e5ca442cbca,P0020,,F0020,polarization,polarization,polarization/topology,polarization,,,,,,,,,local_pdf_text,,4,,,,E-OBS-P0020-polarization-4-3ce74e5ca442cbca,regex:polarization,candidate_needs_review,review_queue,0.46,Candidate physical observation from PDF text; not yet human verified.
OBS-P0020-polarization-4-272190a3a3043d96,P0020,,F0020,polarization,polarization,polarization/topology,polarization,,,,,,,,,local_pdf_text,,4,,,,E-OBS-P0020-polarization-4-272190a3a3043d96,regex:polarization,candidate_needs_review,review_queue,0.46,Candidate physical observation from PDF text; not yet human verified.
OBS-P0020-material-5-c95e931d04852cad,P0020,,F0020,material,material,material,dielectric,,,,,,,,,local_pdf_text,,5,,,,E-OBS-P0020-material-5-c95e931d04852cad,regex:material,candidate_needs_review,review_queue,0.42,Candidate physical observation from PDF text; not yet human verified.
OBS-P0020-material-5-cfb8fbb5df28b1a2,P0020,,F0020,material,material,material,dielectric,,,,,,,,,local_pdf_text,,5,,,,E-OBS-P0020-material-5-cfb8fbb5df28b1a2,regex:material,candidate_needs_review,review_queue,0.42,Candidate physical observation from PDF text; not yet human verified.
OBS-P0020-spectrum-5-94b8b7e526685022,P0020,,F0020,spectrum,spectrum,spectrum,transmittance,,,,,,,,,local_pdf_text,,5,,,,E-OBS-P0020-spectrum-5-94b8b7e526685022,regex:spectrum,candidate_needs_review,review_queue,0.48,Candidate physical observation from PDF text; not yet human verified.
OBS-P0021-material-1-8a1d5e10ae355555,P0021,,F0021,material,material,material,silica,,,,,,,,,local_pdf_text,,1,,,,E-OBS-P0021-material-1-8a1d5e10ae355555,regex:material,candidate_needs_review,review_queue,0.42,Candidate physical observation from PDF text; not yet human verified.
OBS-P0021-material-1-5f3d027dacd084d7,P0021,,F0021,material,material,material,silicon,,,,,,,,,local_pdf_text,,1,,,,E-OBS-P0021-material-1-5f3d027dacd084d7,regex:material,candidate_needs_review,review_queue,0.42,Candidate physical observation from PDF text; not yet human verified.
OBS-P0021-material-1-e16f64c959ae16c9,P0021,,F0021,material,material,material,silica,,,,,,,,,local_pdf_text,,1,,,,E-OBS-P0021-material-1-e16f64c959ae16c9,regex:material,candidate_needs_review,review_queue,0.42,Candidate physical observation from PDF text; not yet human verified.
OBS-P0021-material-1-bd703f636879b64e,P0021,,F0021,material,material,material,silica,,,,,,,,,local_pdf_text,,1,,,,E-OBS-P0021-material-1-bd703f636879b64e,regex:material,candidate_needs_review,review_queue,0.42,Candidate physical observation from PDF text; not yet human verified.
OBS-P0021-k_space-4-d5530bf0b9048775,P0021,,F0021,kspace,k_space,k-space / momentum-space,Brillouin zone,,,,,,,,,local_pdf_text,,4,,,,E-OBS-P0021-k_space-4-d5530bf0b9048775,regex:k_space,candidate_needs_review,review_queue,0.5,Candidate physical observation from PDF text; not yet human verified.
OBS-P0021-k_space-4-12130af66daa5d58,P0021,,F0021,kspace,k_space,k-space / momentum-space,Brillouin zone,,,,,,,,,local_pdf_text,,4,,,,E-OBS-P0021-k_space-4-12130af66daa5d58,regex:k_space,candidate_needs_review,review_queue,0.5,Candidate physical observation from PDF text; not yet human verified.
OBS-P0022-band_structure-1-14cc606ebac231b9,P0022,,F0022,band,band_structure,band structure,radiation continuum,,,,,,,,,local_pdf_text,,1,,,,E-OBS-P0022-band_structure-1-14cc606ebac231b9,regex:band_structure,candidate_needs_review,review_queue,0.48,Candidate physical observation from PDF text; not yet human verified.
OBS-P0022-spectrum-1-dab548da86cb3cb7,P0022,,F0022,spectrum,spectrum,spectrum,far-field,,,,,,,,,local_pdf_text,,1,,,,E-OBS-P0022-spectrum-1-dab548da86cb3cb7,regex:spectrum,candidate_needs_review,review_queue,0.48,Candidate physical observation from PDF text; not yet human verified.
OBS-P0022-k_space-2-ea563d6bcb03c86c,P0022,,F0022,kspace,k_space,k-space / momentum-space,Brillouin zone,,,,,,,,,local_pdf_text,,2,,,,E-OBS-P0022-k_space-2-ea563d6bcb03c86c,regex:k_space,candidate_needs_review,review_queue,0.5,Candidate physical observation from PDF text; not yet human verified.
OBS-P0022-band_structure-2-c9fd232dad5b3476,P0022,,F0022,band,band_structure,band structure,radiation continuum,,,,,,,,,local_pdf_text,,2,,,,E-OBS-P0022-band_structure-2-c9fd232dad5b3476,regex:band_structure,candidate_needs_review,review_queue,0.48,Candidate physical observation from PDF text; not yet human verified.
OBS-P0022-band_structure-2-f52027ac1146bd87,P0022,,F0022,band,band_structure,band structure,dispersion,,,,,,,,,local_pdf_text,,2,,,,E-OBS-P0022-band_structure-2-f52027ac1146bd87,regex:band_structure,candidate_needs_review,review_queue,0.48,Candidate physical observation from PDF text; not yet human verified.
OBS-P0022-band_structure-2-c60a96271004737a,P0022,,F0022,band,band_structure,band structure,dispersion,,,,,,,,,local_pdf_text,,2,,,,E-OBS-P0022-band_structure-2-c60a96271004737a,regex:band_structure,candidate_needs_review,review_queue,0.48,Candidate physical observation from PDF text; not yet human verified.
OBS-P0022-band_structure-2-613d45d6cbf0cb49,P0022,,F0022,band,band_structure,band structure,dispersion,,,,,,,,,local_pdf_text,,2,,,,E-OBS-P0022-band_structure-2-613d45d6cbf0cb49,regex:band_structure,candidate_needs_review,review_queue,0.48,Candidate physical observation from PDF text; not yet human verified.
